director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
James Cameron,CCH Pounder,Joel David Moore,English,USA,Action Adventure Fantasy Sci-Fi,avatar,James Cameron CCH Pounder Joel David Moore Action Adventure Fantasy Sci-Fi avatar
Gore Verbinski,Johnny Depp,Orlando Bloom,English,USA,Action Adventure Fantasy,pirates of the caribbean: at world's end,Gore Verbinski Johnny Depp Orlando Bloom Action Adventure Fantasy pirates of the caribbean: at world's end
Sam Mendes,Christoph Waltz,Rory Kinnear,English,UK,Action Adventure Thriller,spectre,Sam Mendes Christoph Waltz Rory Kinnear Action Adventure Thriller spectre
Christopher Nolan,Tom Hardy,Christian Bale,English,USA,Action Thriller,the dark knight rises,Christopher Nolan Tom Hardy Christian Bale Action Thriller the dark knight rises
Doug Walker,Doug Walker,Rob Walker,unknown,unknown,Documentary,star wars: episode vii - the force awakens            ,Doug Walker Doug Walker Rob Walker Documentary star wars: episode vii - the force awakens            
Andrew Stanton,Daryl Sabara,Samantha Morton,English,USA,Action Adventure Sci-Fi,john carter,Andrew Stanton Daryl Sabara Samantha Morton Action Adventure Sci-Fi john carter
Nathan Greno,Brad Garrett,Donna Murphy,English,USA,Adventure Animation Comedy Family Fantasy Musical Romance,tangled,Nathan Greno Brad Garrett Donna Murphy Adventure Animation Comedy Family Fantasy Musical Romance tangled
Joss Whedon,Chris Hemsworth,Robert Downey Jr.,English,USA,Action Adventure Sci-Fi,avengers: age of ultron,Joss Whedon Chris Hemsworth Robert Downey Jr. Action Adventure Sci-Fi avengers: age of ultron
David Yates,Alan Rickman,Daniel Radcliffe,English,UK,Adventure Family Fantasy Mystery,harry potter and the half-blood prince,David Yates Alan Rickman Daniel Radcliffe Adventure Family Fantasy Mystery harry potter and the half-blood prince
Zack Snyder,Henry Cavill,Lauren Cohan,English,USA,Action Adventure Sci-Fi,batman v superman: dawn of justice,Zack Snyder Henry Cavill Lauren Cohan Action Adventure Sci-Fi batman v superman: dawn of justice
Bryan Singer,Kevin Spacey,Marlon Brando,English,USA,Action Adventure Sci-Fi,superman returns,Bryan Singer Kevin Spacey Marlon Brando Action Adventure Sci-Fi superman returns
Marc Forster,Giancarlo Giannini,Mathieu Amalric,English,UK,Action Adventure,quantum of solace,Marc Forster Giancarlo Giannini Mathieu Amalric Action Adventure quantum of solace
Gore Verbinski,Johnny Depp,Orlando Bloom,English,USA,Action Adventure Fantasy,pirates of the caribbean: dead man's chest,Gore Verbinski Johnny Depp Orlando Bloom Action Adventure Fantasy pirates of the caribbean: dead man's chest
Gore Verbinski,Johnny Depp,Ruth Wilson,English,USA,Action Adventure Western,the lone ranger,Gore Verbinski Johnny Depp Ruth Wilson Action Adventure Western the lone ranger
Zack Snyder,Henry Cavill,Christopher Meloni,English,USA,Action Adventure Fantasy Sci-Fi,man of steel,Zack Snyder Henry Cavill Christopher Meloni Action Adventure Fantasy Sci-Fi man of steel
Andrew Adamson,Peter Dinklage,Pierfrancesco Favino,English,USA,Action Adventure Family Fantasy,the chronicles of narnia: prince caspian,Andrew Adamson Peter Dinklage Pierfrancesco Favino Action Adventure Family Fantasy the chronicles of narnia: prince caspian
Rob Marshall,Johnny Depp,Sam Claflin,English,USA,Action Adventure Fantasy,pirates of the caribbean: on stranger tides,Rob Marshall Johnny Depp Sam Claflin Action Adventure Fantasy pirates of the caribbean: on stranger tides
Barry Sonnenfeld,Will Smith,Michael Stuhlbarg,English,USA,Action Adventure Comedy Family Fantasy Sci-Fi,men in black 3,Barry Sonnenfeld Will Smith Michael Stuhlbarg Action Adventure Comedy Family Fantasy Sci-Fi men in black 3
Peter Jackson,Aidan Turner,Adam Brown,English,New Zealand,Adventure Fantasy,the hobbit: the battle of the five armies,Peter Jackson Aidan Turner Adam Brown Adventure Fantasy the hobbit: the battle of the five armies
Marc Webb,Emma Stone,Andrew Garfield,English,USA,Action Adventure Fantasy,the amazing spider-man,Marc Webb Emma Stone Andrew Garfield Action Adventure Fantasy the amazing spider-man
Ridley Scott,Mark Addy,William Hurt,English,USA,Action Adventure Drama History,robin hood,Ridley Scott Mark Addy William Hurt Action Adventure Drama History robin hood
Peter Jackson,Aidan Turner,Adam Brown,English,USA,Adventure Fantasy,the hobbit: the desolation of smaug,Peter Jackson Aidan Turner Adam Brown Adventure Fantasy the hobbit: the desolation of smaug
Chris Weitz,Christopher Lee,Eva Green,English,USA,Adventure Family Fantasy,the golden compass,Chris Weitz Christopher Lee Eva Green Adventure Family Fantasy the golden compass
James Cameron,Leonardo DiCaprio,Kate Winslet,English,USA,Drama Romance,titanic,James Cameron Leonardo DiCaprio Kate Winslet Drama Romance titanic
Anthony Russo,Robert Downey Jr.,Scarlett Johansson,English,USA,Action Adventure Sci-Fi,captain america: civil war,Anthony Russo Robert Downey Jr. Scarlett Johansson Action Adventure Sci-Fi captain america: civil war
Peter Berg,Liam Neeson,Alexander Skarsgård,English,USA,Action Adventure Sci-Fi Thriller,battleship,Peter Berg Liam Neeson Alexander Skarsgård Action Adventure Sci-Fi Thriller battleship
Colin Trevorrow,Bryce Dallas Howard,Judy Greer,English,USA,Action Adventure Sci-Fi Thriller,jurassic world,Colin Trevorrow Bryce Dallas Howard Judy Greer Action Adventure Sci-Fi Thriller jurassic world
Sam Raimi,J.K. Simmons,James Franco,English,USA,Action Adventure Fantasy Romance,spider-man 2,Sam Raimi J.K. Simmons James Franco Action Adventure Fantasy Romance spider-man 2
Shane Black,Robert Downey Jr.,Jon Favreau,English,USA,Action Adventure Sci-Fi,iron man 3,Shane Black Robert Downey Jr. Jon Favreau Action Adventure Sci-Fi iron man 3
Brett Ratner,Hugh Jackman,Kelsey Grammer,English,Canada,Action Adventure Fantasy Sci-Fi Thriller,x-men: the last stand,Brett Ratner Hugh Jackman Kelsey Grammer Action Adventure Fantasy Sci-Fi Thriller x-men: the last stand
Dan Scanlon,Steve Buscemi,Tyler Labine,English,USA,Adventure Animation Comedy Family Fantasy,monsters university,Dan Scanlon Steve Buscemi Tyler Labine Adventure Animation Comedy Family Fantasy monsters university
Michael Bay,Glenn Morshower,Kevin Dunn,English,USA,Action Adventure Sci-Fi,transformers: revenge of the fallen,Michael Bay Glenn Morshower Kevin Dunn Action Adventure Sci-Fi transformers: revenge of the fallen
Michael Bay,Bingbing Li,Sophia Myles,English,USA,Action Adventure Sci-Fi,transformers: age of extinction,Michael Bay Bingbing Li Sophia Myles Action Adventure Sci-Fi transformers: age of extinction
Marc Webb,Emma Stone,Andrew Garfield,English,USA,Action Adventure Fantasy Sci-Fi,the amazing spider-man 2,Marc Webb Emma Stone Andrew Garfield Action Adventure Fantasy Sci-Fi the amazing spider-man 2
John Lasseter,Joe Mantegna,Thomas Kretschmann,English,USA,Adventure Animation Comedy Family Sport,cars 2,John Lasseter Joe Mantegna Thomas Kretschmann Adventure Animation Comedy Family Sport cars 2
Martin Campbell,Ryan Reynolds,Temuera Morrison,English,USA,Action Adventure Sci-Fi,green lantern,Martin Campbell Ryan Reynolds Temuera Morrison Action Adventure Sci-Fi green lantern
Lee Unkrich,Tom Hanks,John Ratzenberger,English,USA,Adventure Animation Comedy Family Fantasy,toy story 3,Lee Unkrich Tom Hanks John Ratzenberger Adventure Animation Comedy Family Fantasy toy story 3
McG,Christian Bale,Bryce Dallas Howard,English,USA,Action Adventure Sci-Fi,terminator salvation,McG Christian Bale Bryce Dallas Howard Action Adventure Sci-Fi terminator salvation
James Wan,Jason Statham,Paul Walker,English,USA,Action Crime Thriller,furious 7,James Wan Jason Statham Paul Walker Action Crime Thriller furious 7
Marc Forster,Peter Capaldi,Brad Pitt,English,USA,Action Adventure Horror Sci-Fi Thriller,world war z,Marc Forster Peter Capaldi Brad Pitt Action Adventure Horror Sci-Fi Thriller world war z
Bryan Singer,Jennifer Lawrence,Peter Dinklage,English,USA,Action Adventure Fantasy Sci-Fi Thriller,x-men: days of future past,Bryan Singer Jennifer Lawrence Peter Dinklage Action Adventure Fantasy Sci-Fi Thriller x-men: days of future past
J.J. Abrams,Benedict Cumberbatch,Bruce Greenwood,English,USA,Action Adventure Sci-Fi,star trek into darkness,J.J. Abrams Benedict Cumberbatch Bruce Greenwood Action Adventure Sci-Fi star trek into darkness
Bryan Singer,Eddie Marsan,Ewen Bremner,English,USA,Adventure Fantasy,jack the giant slayer,Bryan Singer Eddie Marsan Ewen Bremner Adventure Fantasy jack the giant slayer
Mike Newell,Jake Gyllenhaal,Richard Coyle,English,USA,Action Adventure Fantasy Romance,prince of persia: the sands of time,Mike Newell Jake Gyllenhaal Richard Coyle Action Adventure Fantasy Romance prince of persia: the sands of time
Guillermo del Toro,Charlie Hunnam,Clifton Collins Jr.,English,USA,Action Adventure Sci-Fi,pacific rim,Guillermo del Toro Charlie Hunnam Clifton Collins Jr. Action Adventure Sci-Fi pacific rim
Michael Bay,Glenn Morshower,Lester Speight,English,USA,Action Adventure Sci-Fi,transformers: dark of the moon,Michael Bay Glenn Morshower Lester Speight Action Adventure Sci-Fi transformers: dark of the moon
Steven Spielberg,Harrison Ford,Ray Winstone,English,USA,Action Adventure Fantasy,indiana jones and the kingdom of the crystal skull,Steven Spielberg Harrison Ford Ray Winstone Action Adventure Fantasy indiana jones and the kingdom of the crystal skull
Peter Sohn,A.J. Buckley,Jack McGraw,English,USA,Adventure Animation Comedy Family Fantasy,the good dinosaur,Peter Sohn A.J. Buckley Jack McGraw Adventure Animation Comedy Family Fantasy the good dinosaur
Mark Andrews,Kelly Macdonald,John Ratzenberger,English,USA,Adventure Animation Comedy Family Fantasy,brave,Mark Andrews Kelly Macdonald John Ratzenberger Adventure Animation Comedy Family Fantasy brave
Justin Lin,Sofia Boutella,Melissa Roxburgh,English,USA,Action Adventure Sci-Fi Thriller,star trek beyond,Justin Lin Sofia Boutella Melissa Roxburgh Action Adventure Sci-Fi Thriller star trek beyond
Andrew Stanton,John Ratzenberger,Fred Willard,English,USA,Adventure Animation Family Sci-Fi,wall·e,Andrew Stanton John Ratzenberger Fred Willard Adventure Animation Family Sci-Fi wall·e
Brett Ratner,Tzi Ma,Dana Ivey,English,USA,Action Comedy Crime Thriller,rush hour 3,Brett Ratner Tzi Ma Dana Ivey Action Comedy Crime Thriller rush hour 3
Roland Emmerich,Oliver Platt,Liam James,English,USA,Action Adventure Sci-Fi,2012,Roland Emmerich Oliver Platt Liam James Action Adventure Sci-Fi 2012
Lana Wachowski,Channing Tatum,Mila Kunis,English,USA,Action Adventure Sci-Fi,jupiter ascending,Lana Wachowski Channing Tatum Mila Kunis Action Adventure Sci-Fi jupiter ascending
Andrew Adamson,Jim Broadbent,Kiran Shah,English,USA,Adventure Family Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe","Andrew Adamson Jim Broadbent Kiran Shah Adventure Family Fantasy the chronicles of narnia: the lion, the witch and the wardrobe"
Bryan Singer,Jennifer Lawrence,Michael Fassbender,English,USA,Action Adventure Sci-Fi,x-men: apocalypse,Bryan Singer Jennifer Lawrence Michael Fassbender Action Adventure Sci-Fi x-men: apocalypse
Christopher Nolan,Christian Bale,Heath Ledger,English,USA,Action Crime Drama Thriller,the dark knight,Christopher Nolan Christian Bale Heath Ledger Action Crime Drama Thriller the dark knight
Pete Docter,John Ratzenberger,Delroy Lindo,English,USA,Adventure Animation Comedy Family,up,Pete Docter John Ratzenberger Delroy Lindo Adventure Animation Comedy Family up
Rob Letterman,Amy Poehler,Rainn Wilson,English,USA,Action Adventure Animation Comedy Family Sci-Fi,monsters vs. aliens,Rob Letterman Amy Poehler Rainn Wilson Action Adventure Animation Comedy Family Sci-Fi monsters vs. aliens
Jon Favreau,Robert Downey Jr.,Jeff Bridges,English,USA,Action Adventure Sci-Fi,iron man,Jon Favreau Robert Downey Jr. Jeff Bridges Action Adventure Sci-Fi iron man
Martin Scorsese,Chloë Grace Moretz,Christopher Lee,English,USA,Adventure Drama Family Mystery,hugo,Martin Scorsese Chloë Grace Moretz Christopher Lee Adventure Drama Family Mystery hugo
Barry Sonnenfeld,Will Smith,Salma Hayek,English,USA,Action Comedy Sci-Fi Western,wild wild west,Barry Sonnenfeld Will Smith Salma Hayek Action Comedy Sci-Fi Western wild wild west
Rob Cohen,Jet Li,Brendan Fraser,English,USA,Action Adventure Fantasy Horror Thriller,the mummy: tomb of the dragon emperor,Rob Cohen Jet Li Brendan Fraser Action Adventure Fantasy Horror Thriller the mummy: tomb of the dragon emperor
David Ayer,Will Smith,Robin Atkin Downes,English,USA,Action Adventure Comedy Sci-Fi,suicide squad,David Ayer Will Smith Robin Atkin Downes Action Adventure Comedy Sci-Fi suicide squad
Tom Shadyac,Jimmy Bennett,Morgan Freeman,English,USA,Comedy Family Fantasy,evan almighty,Tom Shadyac Jimmy Bennett Morgan Freeman Comedy Family Fantasy evan almighty
Doug Liman,Tom Cruise,Lara Pulver,English,USA,Action Adventure Sci-Fi,edge of tomorrow,Doug Liman Tom Cruise Lara Pulver Action Adventure Sci-Fi edge of tomorrow
Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,English,USA,Action Adventure Sci-Fi Thriller,waterworld,Kevin Reynolds Jeanne Tripplehorn Rick Aviles Action Adventure Sci-Fi Thriller waterworld
Stephen Sommers,Joseph Gordon-Levitt,Dennis Quaid,English,USA,Action Adventure Sci-Fi Thriller,g.i. joe: the rise of cobra,Stephen Sommers Joseph Gordon-Levitt Dennis Quaid Action Adventure Sci-Fi Thriller g.i. joe: the rise of cobra
Pete Docter,Amy Poehler,Mindy Kaling,English,USA,Adventure Animation Comedy Drama Family Fantasy,inside out,Pete Docter Amy Poehler Mindy Kaling Adventure Animation Comedy Drama Family Fantasy inside out
Jon Favreau,Robert Downey Jr.,Scarlett Johansson,English,USA,Action Adventure Sci-Fi,iron man 2,Jon Favreau Robert Downey Jr. Scarlett Johansson Action Adventure Sci-Fi iron man 2
Rupert Sanders,Chris Hemsworth,Kristen Stewart,English,USA,Action Adventure Drama Fantasy,snow white and the huntsman,Rupert Sanders Chris Hemsworth Kristen Stewart Action Adventure Drama Fantasy snow white and the huntsman
Robert Stromberg,Angelina Jolie Pitt,Sharlto Copley,English,USA,Action Adventure Family Fantasy Romance,maleficent,Robert Stromberg Angelina Jolie Pitt Sharlto Copley Action Adventure Family Fantasy Romance maleficent
Matt Reeves,Gary Oldman,Judy Greer,English,USA,Action Adventure Drama Sci-Fi,dawn of the planet of the apes,Matt Reeves Gary Oldman Judy Greer Action Adventure Drama Sci-Fi dawn of the planet of the apes
Carl Rinsch,Keanu Reeves,Cary-Hiroyuki Tagawa,English,USA,Action Adventure Drama Fantasy,47 ronin,Carl Rinsch Keanu Reeves Cary-Hiroyuki Tagawa Action Adventure Drama Fantasy 47 ronin
Anthony Russo,Scarlett Johansson,Chris Evans,English,USA,Action Adventure Sci-Fi,captain america: the winter soldier,Anthony Russo Scarlett Johansson Chris Evans Action Adventure Sci-Fi captain america: the winter soldier
Mike Mitchell,Jon Hamm,Kathy Griffin,English,USA,Adventure Animation Comedy Family Fantasy,shrek forever after,Mike Mitchell Jon Hamm Kathy Griffin Adventure Animation Comedy Family Fantasy shrek forever after
Brad Bird,Judy Greer,Chris Bauer,English,USA,Action Adventure Family Mystery Sci-Fi,tomorrowland,Brad Bird Judy Greer Chris Bauer Action Adventure Family Mystery Sci-Fi tomorrowland
Don Hall,Damon Wayans Jr.,Daniel Henney,English,USA,Action Adventure Animation Comedy Drama Family Sci-Fi,big hero 6,Don Hall Damon Wayans Jr. Daniel Henney Action Adventure Animation Comedy Drama Family Sci-Fi big hero 6
Rich Moore,Jack McBrayer,Sarah Silverman,English,USA,Adventure Animation Comedy Family Sci-Fi,wreck-it ralph,Rich Moore Jack McBrayer Sarah Silverman Adventure Animation Comedy Family Sci-Fi wreck-it ralph
Robert Zemeckis,Tom Hanks,Eddie Deezen,English,USA,Adventure Animation Family Fantasy,the polar express,Robert Zemeckis Tom Hanks Eddie Deezen Adventure Animation Family Fantasy the polar express
Roland Emmerich,Vivica A. Fox,Sela Ward,English,USA,Action Adventure Sci-Fi,independence day: resurgence,Roland Emmerich Vivica A. Fox Sela Ward Action Adventure Sci-Fi independence day: resurgence
Dean DeBlois,Gerard Butler,America Ferrera,English,USA,Adventure Animation Family Fantasy,how to train your dragon,Dean DeBlois Gerard Butler America Ferrera Adventure Animation Family Fantasy how to train your dragon
Jonathan Mostow,Nick Stahl,M.C. Gainey,English,USA,Action Sci-Fi,terminator 3: rise of the machines,Jonathan Mostow Nick Stahl M.C. Gainey Action Sci-Fi terminator 3: rise of the machines
James Gunn,Bradley Cooper,Vin Diesel,English,USA,Action Adventure Sci-Fi,guardians of the galaxy,James Gunn Bradley Cooper Vin Diesel Action Adventure Sci-Fi guardians of the galaxy
Christopher Nolan,Matthew McConaughey,Anne Hathaway,English,USA,Adventure Drama Sci-Fi,interstellar,Christopher Nolan Matthew McConaughey Anne Hathaway Adventure Drama Sci-Fi interstellar
Christopher Nolan,Leonardo DiCaprio,Tom Hardy,English,USA,Action Adventure Sci-Fi Thriller,inception,Christopher Nolan Leonardo DiCaprio Tom Hardy Action Adventure Sci-Fi Thriller inception
Peter Jackson,Aidan Turner,Adam Brown,English,USA,Adventure Fantasy,the hobbit: an unexpected journey,Peter Jackson Aidan Turner Adam Brown Adventure Fantasy the hobbit: an unexpected journey
David Fincher,Brad Pitt,Jason Flemyng,English,USA,Drama Fantasy Romance,the curious case of benjamin button,David Fincher Brad Pitt Jason Flemyng Drama Fantasy Romance the curious case of benjamin button
Matthew Vaughn,Jennifer Lawrence,Michael Fassbender,English,USA,Action Adventure Sci-Fi,x-men: first class,Matthew Vaughn Jennifer Lawrence Michael Fassbender Action Adventure Sci-Fi x-men: first class
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,English,USA,Adventure Sci-Fi,the hunger games: mockingjay - part 2,Francis Lawrence Jennifer Lawrence Philip Seymour Hoffman Adventure Sci-Fi the hunger games: mockingjay - part 2
Jon Turteltaub,Nicolas Cage,Omar Benson Miller,English,USA,Action Adventure Family Fantasy,the sorcerer's apprentice,Jon Turteltaub Nicolas Cage Omar Benson Miller Action Adventure Family Fantasy the sorcerer's apprentice
Wolfgang Petersen,Jimmy Bennett,Mike Vogel,English,USA,Action Adventure Drama Thriller,poseidon,Wolfgang Petersen Jimmy Bennett Mike Vogel Action Adventure Drama Thriller poseidon
James Bobin,Johnny Depp,Alan Rickman,English,USA,Adventure Family Fantasy,alice through the looking glass,James Bobin Johnny Depp Alan Rickman Adventure Family Fantasy alice through the looking glass
Chris Miller,Justin Timberlake,Eric Idle,English,USA,Adventure Animation Comedy Family Fantasy,shrek the third,Chris Miller Justin Timberlake Eric Idle Adventure Animation Comedy Family Fantasy shrek the third
Duncan Jones,Dominic Cooper,Callum Rennie,English,USA,Action Adventure Fantasy,warcraft,Duncan Jones Dominic Cooper Callum Rennie Action Adventure Fantasy warcraft
Alan Taylor,J.K. Simmons,Emilia Clarke,English,USA,Action Adventure Sci-Fi,terminator genisys,Alan Taylor J.K. Simmons Emilia Clarke Action Adventure Sci-Fi terminator genisys
Michael Apted,Bruce Spence,Shane Rangi,English,USA,Adventure Family Fantasy,the chronicles of narnia: the voyage of the dawn treader,Michael Apted Bruce Spence Shane Rangi Adventure Family Fantasy the chronicles of narnia: the voyage of the dawn treader
Michael Bay,Jennifer Garner,Jaime King,English,USA,Action Drama History Romance War,pearl harbor,Michael Bay Jennifer Garner Jaime King Action Drama History Romance War pearl harbor
Michael Bay,Zack Ward,Michael O'Neill,English,USA,Action Adventure Sci-Fi,transformers,Michael Bay Zack Ward Michael O'Neill Action Adventure Sci-Fi transformers
Oliver Stone,Anthony Hopkins,Angelina Jolie Pitt,English,Germany,Action Adventure Biography Drama History Romance War,alexander,Oliver Stone Anthony Hopkins Angelina Jolie Pitt Action Adventure Biography Drama History Romance War alexander
David Yates,Robert Pattinson,Daniel Radcliffe,English,UK,Adventure Family Fantasy Mystery,harry potter and the order of the phoenix,David Yates Robert Pattinson Daniel Radcliffe Adventure Family Fantasy Mystery harry potter and the order of the phoenix
Mike Newell,Robert Pattinson,Daniel Radcliffe,English,UK,Adventure Family Fantasy Mystery,harry potter and the goblet of fire,Mike Newell Robert Pattinson Daniel Radcliffe Adventure Family Fantasy Mystery harry potter and the goblet of fire
Peter Berg,Will Smith,Charlize Theron,English,USA,Action Drama,hancock,Peter Berg Will Smith Charlize Theron Action Drama hancock
Francis Lawrence,Will Smith,Alice Braga,English,USA,Drama Horror Sci-Fi,i am legend,Francis Lawrence Will Smith Alice Braga Drama Horror Sci-Fi i am legend
Tim Burton,Johnny Depp,Christopher Lee,English,USA,Adventure Comedy Family Fantasy,charlie and the chocolate factory,Tim Burton Johnny Depp Christopher Lee Adventure Comedy Family Fantasy charlie and the chocolate factory
Brad Bird,Janeane Garofalo,John Ratzenberger,English,USA,Animation Comedy Family Fantasy,ratatouille,Brad Bird Janeane Garofalo John Ratzenberger Animation Comedy Family Fantasy ratatouille
Christopher Nolan,Christian Bale,Liam Neeson,English,USA,Action Adventure,batman begins,Christopher Nolan Christian Bale Liam Neeson Action Adventure batman begins
Eric Darnell,Bernie Mac,Jada Pinkett Smith,English,USA,Action Adventure Animation Comedy Family,madagascar: escape 2 africa,Eric Darnell Bernie Mac Jada Pinkett Smith Action Adventure Animation Comedy Family madagascar: escape 2 africa
Shawn Levy,Robin Williams,Rami Malek,English,USA,Adventure Comedy Family Fantasy,night at the museum: battle of the smithsonian,Shawn Levy Robin Williams Rami Malek Adventure Comedy Family Fantasy night at the museum: battle of the smithsonian
Gavin Hood,Hugh Jackman,Ryan Reynolds,English,USA,Action Adventure Fantasy Sci-Fi Thriller,x-men origins: wolverine,Gavin Hood Hugh Jackman Ryan Reynolds Action Adventure Fantasy Sci-Fi Thriller x-men origins: wolverine
Lana Wachowski,Essie Davis,Collin Chou,English,Australia,Action Sci-Fi,the matrix revolutions,Lana Wachowski Essie Davis Collin Chou Action Sci-Fi the matrix revolutions
Chris Buck,Josh Gad,Maurice LaMarche,English,USA,Adventure Animation Comedy Family Fantasy Musical,frozen,Chris Buck Josh Gad Maurice LaMarche Adventure Animation Comedy Family Fantasy Musical frozen
Lana Wachowski,Steve Bastoni,Daniel Bernhardt,English,USA,Action Sci-Fi,the matrix reloaded,Lana Wachowski Steve Bastoni Daniel Bernhardt Action Sci-Fi the matrix reloaded
Alan Taylor,Chris Hemsworth,Natalie Portman,English,USA,Action Adventure Fantasy,thor: the dark world,Alan Taylor Chris Hemsworth Natalie Portman Action Adventure Fantasy thor: the dark world
George Miller,Tom Hardy,Charlize Theron,English,Australia,Action Adventure Sci-Fi Thriller,mad max: fury road,George Miller Tom Hardy Charlize Theron Action Adventure Sci-Fi Thriller mad max: fury road
Ron Howard,Tom Hanks,Ayelet Zurer,English,USA,Mystery Thriller,angels & demons,Ron Howard Tom Hanks Ayelet Zurer Mystery Thriller angels & demons
Kenneth Branagh,Chris Hemsworth,Natalie Portman,English,USA,Action Adventure Fantasy,thor,Kenneth Branagh Chris Hemsworth Natalie Portman Action Adventure Fantasy thor
Byron Howard,Chloë Grace Moretz,Diedrich Bader,English,USA,Adventure Animation Comedy Drama Family,bolt,Byron Howard Chloë Grace Moretz Diedrich Bader Adventure Animation Comedy Drama Family bolt
Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,English,USA,Action Adventure Animation Comedy Family Fantasy Sci-Fi,g-force,Hoyt Yeatman Kelli Garner Piper Mackenzie Harris Action Adventure Animation Comedy Family Fantasy Sci-Fi g-force
Jonathan Liebesman,Liam Neeson,Edgar Ramírez,English,USA,Action Adventure Fantasy,wrath of the titans,Jonathan Liebesman Liam Neeson Edgar Ramírez Action Adventure Fantasy wrath of the titans
Tim Burton,Johnny Depp,Chloë Grace Moretz,English,USA,Comedy Fantasy Horror,dark shadows,Tim Burton Johnny Depp Chloë Grace Moretz Comedy Fantasy Horror dark shadows
Christopher McQuarrie,Tom Cruise,Jeremy Renner,English,China,Action Adventure Thriller,mission: impossible - rogue nation,Christopher McQuarrie Tom Cruise Jeremy Renner Action Adventure Thriller mission: impossible - rogue nation
Joe Johnston,Anthony Hopkins,Simon Merrells,English,USA,Drama Fantasy Horror Thriller,the wolfman,Joe Johnston Anthony Hopkins Simon Merrells Drama Fantasy Horror Thriller the wolfman
David Yates,Christoph Waltz,Alexander Skarsgård,English,USA,Action Adventure Drama Romance,the legend of tarzan,David Yates Christoph Waltz Alexander Skarsgård Action Adventure Drama Romance the legend of tarzan
Steve Hickner,Matthew Broderick,Oprah Winfrey,English,USA,Adventure Animation Comedy Family,bee movie,Steve Hickner Matthew Broderick Oprah Winfrey Adventure Animation Comedy Family bee movie
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,English,USA,Action Adventure Animation Comedy Family,kung fu panda 2,Jennifer Yuh Nelson Angelina Jolie Pitt Gary Oldman Action Adventure Animation Comedy Family kung fu panda 2
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,English,USA,Action Adventure Family Fantasy,the last airbender,M. Night Shyamalan Seychelle Gabriel Noah Ringer Action Adventure Family Fantasy the last airbender
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,English,USA,Action Adventure Thriller,mission: impossible iii,J.J. Abrams Philip Seymour Hoffman Tom Cruise Action Adventure Thriller mission: impossible iii
Roland Emmerich,Channing Tatum,Jake Weber,English,USA,Action Drama Thriller,white house down,Roland Emmerich Channing Tatum Jake Weber Action Drama Thriller white house down
Simon Wells,Elisabeth Harnois,Dan Fogler,English,USA,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,Simon Wells Elisabeth Harnois Dan Fogler Action Adventure Animation Comedy Family Sci-Fi mars needs moms
David Bowers,Hugh Jackman,Kate Winslet,English,UK,Adventure Animation Comedy Family,flushed away,David Bowers Hugh Jackman Kate Winslet Adventure Animation Comedy Family flushed away
Rob Minkoff,Ty Burrell,Zach Callison,English,USA,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,Rob Minkoff Ty Burrell Zach Callison Adventure Animation Comedy Family Sci-Fi mr. peabody & sherman
Wolfgang Petersen,Brad Pitt,Orlando Bloom,English,USA,Adventure,troy,Wolfgang Petersen Brad Pitt Orlando Bloom Adventure troy
Eric Darnell,Jada Pinkett Smith,Martin Short,English,USA,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,Eric Darnell Jada Pinkett Smith Martin Short Adventure Animation Comedy Family madagascar 3: europe's most wanted
Lee Tamahori,Toby Stephens,Colin Salmon,English,UK,Action Adventure Thriller,die another day,Lee Tamahori Toby Stephens Colin Salmon Action Adventure Thriller die another day
Michael Bay,Bruce Willis,Steve Buscemi,English,USA,Action Adventure Sci-Fi Thriller,armageddon,Michael Bay Bruce Willis Steve Buscemi Action Adventure Sci-Fi Thriller armageddon
Barry Sonnenfeld,Will Smith,Rosario Dawson,English,USA,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Barry Sonnenfeld Will Smith Rosario Dawson Action Adventure Comedy Family Fantasy Mystery Sci-Fi men in black ii
Robert Zemeckis,Robin Wright,Anthony Hopkins,English,USA,Action Adventure Animation Fantasy,beowulf,Robert Zemeckis Robin Wright Anthony Hopkins Action Adventure Animation Fantasy beowulf
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,English,USA,Action Adventure Animation Comedy Family,kung fu panda 3,Alessandro Carloni J.K. Simmons Angelina Jolie Pitt Action Adventure Animation Comedy Family kung fu panda 3
Brad Bird,Tom Cruise,Jeremy Renner,English,USA,Action Adventure Thriller,mission: impossible - ghost protocol,Brad Bird Tom Cruise Jeremy Renner Action Adventure Thriller mission: impossible - ghost protocol
