director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Jamie Blanks,Alicia Witt,Loretta Devine,English,USA,Horror Mystery Thriller,urban legend,Jamie Blanks Alicia Witt Loretta Devine Horror Mystery Thriller urban legend
Stephen Frears,Keanu Reeves,Peter Capaldi,English,USA,Drama Romance,dangerous liaisons,Stephen Frears Keanu Reeves Peter Capaldi Drama Romance dangerous liaisons
Tyler Perry,Eddie Cibrian,Phylicia Rashad,English,USA,Comedy Drama Romance,good deeds,Tyler Perry Eddie Cibrian Phylicia Rashad Comedy Drama Romance good deeds
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,English,USA,Adventure Drama,white fang,Randal Kleiser Seymour Cassel Klaus Maria Brandauer Adventure Drama white fang
Bruce McCulloch,Will Ferrell,Elaine Hendrix,English,USA,Comedy Romance,superstar,Bruce McCulloch Will Ferrell Elaine Hendrix Comedy Romance superstar
Phyllida Lloyd,Meryl Streep,Jim Broadbent,English,UK,Biography Drama History,the iron lady,Phyllida Lloyd Meryl Streep Jim Broadbent Biography Drama History the iron lady
Mike Nawrocki,Phil Vischer,Mike Nawrocki,English,USA,Adventure Animation Comedy Drama Family Musical,jonah: a veggietales movie,Mike Nawrocki Phil Vischer Mike Nawrocki Adventure Animation Comedy Drama Family Musical jonah: a veggietales movie
John Singleton,Janet Jackson,Khandi Alexander,English,USA,Drama Romance,poetic justice,John Singleton Janet Jackson Khandi Alexander Drama Romance poetic justice
Kevin Bray,Mike Epps,Roger Guenveur Smith,English,USA,Action Comedy Crime Thriller,all about the benjamins,Kevin Bray Mike Epps Roger Guenveur Smith Action Comedy Crime Thriller all about the benjamins
Wes Craven,John Witherspoon,W. Earl Brown,English,USA,Comedy Fantasy Horror Romance,vampire in brooklyn,Wes Craven John Witherspoon W. Earl Brown Comedy Fantasy Horror Romance vampire in brooklyn
John Boorman,Linda Blair,Richard Burton,English,USA,Horror,exorcist ii: the heretic,John Boorman Linda Blair Richard Burton Horror exorcist ii: the heretic
Courtney Solomon,Sissy Spacek,James D'Arcy,English,UK,Horror Mystery Thriller,an american haunting,Courtney Solomon Sissy Spacek James D'Arcy Horror Mystery Thriller an american haunting
David Zucker,Carmen Electra,Tyler Labine,English,USA,Comedy Romance,my boss's daughter,David Zucker Carmen Electra Tyler Labine Comedy Romance my boss's daughter
David Twohy,Chris Hemsworth,Milla Jovovich,English,USA,Adventure Mystery Thriller,a perfect getaway,David Twohy Chris Hemsworth Milla Jovovich Adventure Mystery Thriller a perfect getaway
Rick Famuyiwa,America Ferrera,Lance Gross,English,USA,Comedy Romance,our family wedding,Rick Famuyiwa America Ferrera Lance Gross Comedy Romance our family wedding
Alan Cohn,Alyson Hannigan,Linda Cardellini,English,USA,Comedy,dead man on campus,Alan Cohn Alyson Hannigan Linda Cardellini Comedy dead man on campus
Franco Zeffirelli,Lily Tomlin,Joan Plowright,English,Italy,Comedy Drama War,tea with mussolini,Franco Zeffirelli Lily Tomlin Joan Plowright Comedy Drama War tea with mussolini
Tom Holland,Joe Mantegna,Bethany Joy Lenz,English,USA,Fantasy Horror,thinner,Tom Holland Joe Mantegna Bethany Joy Lenz Fantasy Horror thinner
Martin Scorsese,Robert De Niro,Liza Minnelli,English,USA,Drama Music Musical Romance,"new york, new york","Martin Scorsese Robert De Niro Liza Minnelli Drama Music Musical Romance new york, new york"
Spike Lee,Alfre Woodard,Delroy Lindo,English,USA,Comedy Drama,crooklyn,Spike Lee Alfre Woodard Delroy Lindo Comedy Drama crooklyn
Chris Rock,Steve Buscemi,Eliza Coupe,English,USA,Comedy Drama Romance,i think i love my wife,Chris Rock Steve Buscemi Eliza Coupe Comedy Drama Romance i think i love my wife
James Isaac,Peter Mensah,Kane Hodder,English,USA,Action Horror Sci-Fi Thriller,jason x,James Isaac Peter Mensah Kane Hodder Action Horror Sci-Fi Thriller jason x
Shawn Levy,Frankie Muniz,Donald Faison,English,USA,Adventure Comedy Family,big fat liar,Shawn Levy Frankie Muniz Donald Faison Adventure Comedy Family big fat liar
Emilio Estevez,Anthony Hopkins,Nick Cannon,English,USA,Drama History,bobby,Emilio Estevez Anthony Hopkins Nick Cannon Drama History bobby
Mark Waters,Monica Potter,Ivana Milicevic,English,USA,Comedy Mystery Romance,head over heels,Mark Waters Monica Potter Ivana Milicevic Comedy Mystery Romance head over heels
Josh Schwartz,Thomas McDonell,Jackson Nicoll,English,USA,Adventure Comedy,fun size,Josh Schwartz Thomas McDonell Jackson Nicoll Adventure Comedy fun size
Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,French,France,Biography Drama,the diving bell and the butterfly,Julian Schnabel Emmanuelle Seigner Mathieu Amalric Biography Drama the diving bell and the butterfly
Todd Field,Kate Winslet,Noah Emmerich,English,USA,Drama Romance,little children,Todd Field Kate Winslet Noah Emmerich Drama Romance little children
Davis Guggenheim,Norman Reedus,Sharon Lawrence,English,USA,Drama Mystery Thriller,gossip,Davis Guggenheim Norman Reedus Sharon Lawrence Drama Mystery Thriller gossip
Tony Goldwyn,Viggo Mortensen,Julie Kavner,English,USA,Drama,a walk on the moon,Tony Goldwyn Viggo Mortensen Julie Kavner Drama a walk on the moon
Phillip Noyce,Derek Luke,Terry Pheto,English,France,Biography Drama History,catch a fire,Phillip Noyce Derek Luke Terry Pheto Biography Drama History catch a fire
Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,English,USA,Drama Horror Mystery Thriller,soul survivors,Stephen Carpenter Melissa Sagemiller Angela Featherstone Drama Horror Mystery Thriller soul survivors
James Ivory,Seth Gilliam,Todd Boyce,English,France,Biography Drama History Romance,jefferson in paris,James Ivory Seth Gilliam Todd Boyce Biography Drama History Romance jefferson in paris
Stephan Elliott,Colin Firth,Kristin Scott Thomas,English,UK,Comedy Romance,easy virtue,Stephan Elliott Colin Firth Kristin Scott Thomas Comedy Romance easy virtue
James Fargo,Christopher Lee,Joseph Cotten,English,Iran,Action Adventure History,caravans,James Fargo Christopher Lee Joseph Cotten Action Adventure History caravans
Mike Leigh,Lesley Manville,Ruth Sheen,English,UK,Biography Drama History,mr. turner,Mike Leigh Lesley Manville Ruth Sheen Biography Drama History mr. turner
Alain Resnais,Mathieu Amalric,Sara Forestier,French,France,Drama Romance,wild grass,Alain Resnais Mathieu Amalric Sara Forestier Drama Romance wild grass
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,English,France,Biography Crime Drama War,amen.,Costa-Gavras Sebastian Koch Mathieu Kassovitz Biography Crime Drama War amen.
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Mandarin,China,Action,reign of assassins,Chao-Bin Su Woo-sung Jung Shawn Yue Action reign of assassins
Neil Burger,John Heard,Katherine LaNasa,English,USA,Comedy Drama War,the lucky ones,Neil Burger John Heard Katherine LaNasa Comedy Drama War the lucky ones
Kenneth Lonergan,Matt Damon,Kieran Culkin,English,USA,Drama,margaret,Kenneth Lonergan Matt Damon Kieran Culkin Drama margaret
Bo Zenga,Steve Howey,Kenan Thompson,English,Canada,Comedy Horror,stan helsing,Bo Zenga Steve Howey Kenan Thompson Comedy Horror stan helsing
Rob Reiner,Madeline Carroll,Rebecca De Mornay,English,USA,Comedy Drama Romance,flipped,Rob Reiner Madeline Carroll Rebecca De Mornay Comedy Drama Romance flipped
Ang Lee,Jake Gyllenhaal,Heath Ledger,English,USA,Drama Romance,brokeback mountain,Ang Lee Jake Gyllenhaal Heath Ledger Drama Romance brokeback mountain
Jonathan Liebesman,Noel Fisher,Danny Woodburn,English,USA,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,Jonathan Liebesman Noel Fisher Danny Woodburn Action Adventure Comedy Sci-Fi teenage mutant ninja turtles
Amy Heckerling,Donald Faison,Dan Hedaya,English,USA,Comedy Romance,clueless,Amy Heckerling Donald Faison Dan Hedaya Comedy Romance clueless
Todd Haynes,Dennis Quaid,Celia Weston,English,USA,Drama Romance,far from heaven,Todd Haynes Dennis Quaid Celia Weston Drama Romance far from heaven
Steve Pink,Adam Scott,Gillian Jacobs,English,USA,Comedy Sci-Fi,hot tub time machine 2,Steve Pink Adam Scott Gillian Jacobs Comedy Sci-Fi hot tub time machine 2
Philip Kaufman,Kate Winslet,Stephen Marcus,English,UK,Biography Drama,quills,Philip Kaufman Kate Winslet Stephen Marcus Biography Drama quills
Martin McDonagh,Abbie Cornish,Gabourey Sidibe,English,UK,Comedy Crime,seven psychopaths,Martin McDonagh Abbie Cornish Gabourey Sidibe Comedy Crime seven psychopaths
Kasi Lemmons,Colm Feore,Tamara Tunie,English,USA,Crime Drama Music Mystery Thriller,the caveman's valentine,Kasi Lemmons Colm Feore Tamara Tunie Crime Drama Music Mystery Thriller the caveman's valentine
unknown,Jacek Koman,Marian Dziedziel,Polish,Poland,Action Crime Drama Thriller,the border            ,unknown Jacek Koman Marian Dziedziel Action Crime Drama Thriller the border            
Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,German,Germany,Biography Drama History War,downfall,Oliver Hirschbiegel Thomas Kretschmann Bruno Ganz Biography Drama History War downfall
Alejandro Amenábar,Belén Rueda,Lola Dueñas,Spanish,Spain,Biography Drama Romance,the sea inside,Alejandro Amenábar Belén Rueda Lola Dueñas Biography Drama Romance the sea inside
Jonathan Glazer,Scarlett Johansson,Paul Brannigan,English,UK,Drama Horror Sci-Fi Thriller,under the skin,Jonathan Glazer Scarlett Johansson Paul Brannigan Drama Horror Sci-Fi Thriller under the skin
Barry Levinson,Robin Williams,J.T. Walsh,English,USA,Biography Comedy Drama War,"good morning, vietnam","Barry Levinson Robin Williams J.T. Walsh Biography Comedy Drama War good morning, vietnam"
Hyung-rae Shim,Jason Mewes,Stephanie Danielson,English,South Korea,Comedy,the last godfather,Hyung-rae Shim Jason Mewes Stephanie Danielson Comedy the last godfather
Jon M. Chu,Usher Raymond,Sean Kingston,English,USA,Documentary Music,justin bieber: never say never,Jon M. Chu Usher Raymond Sean Kingston Documentary Music justin bieber: never say never
Darren Aronofsky,Natalie Portman,Mila Kunis,English,USA,Drama Thriller,black swan,Darren Aronofsky Natalie Portman Mila Kunis Drama Thriller black swan
José Padilha,Gary Oldman,Abbie Cornish,English,USA,Action Crime Sci-Fi Thriller,robocop,José Padilha Gary Oldman Abbie Cornish Action Crime Sci-Fi Thriller robocop
Francis Ford Coppola,Robert De Niro,Al Pacino,English,USA,Crime Drama,the godfather: part ii,Francis Ford Coppola Robert De Niro Al Pacino Crime Drama the godfather: part ii
Thomas Carter,Sean Patrick Thomas,Terry Kinney,English,USA,Drama Music Romance,save the last dance,Thomas Carter Sean Patrick Thomas Terry Kinney Drama Music Romance save the last dance
Renny Harlin,Tuesday Knight,Rodney Eastman,English,USA,Fantasy Horror Thriller,a nightmare on elm street 4: the dream master,Renny Harlin Tuesday Knight Rodney Eastman Fantasy Horror Thriller a nightmare on elm street 4: the dream master
Patricia Riggen,Jennifer Garner,Brighton Sharbino,English,USA,Drama,miracles from heaven,Patricia Riggen Jennifer Garner Brighton Sharbino Drama miracles from heaven
Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,English,USA,Comedy Mystery,"dude, where's my car?","Danny Leiner Jennifer Garner Mary Lynn Rajskub Comedy Mystery dude, where's my car?"
Christopher Cain,Jack Palance,Patrick Wayne,English,USA,Action Crime Drama Thriller Western,young guns,Christopher Cain Jack Palance Patrick Wayne Action Crime Drama Thriller Western young guns
Theodore Melfi,Bill Murray,Naomi Watts,English,USA,Comedy Drama,st. vincent,Theodore Melfi Bill Murray Naomi Watts Comedy Drama st. vincent
Steve Pink,Joe Lo Truglio,Regina Hall,English,USA,Comedy Romance,about last night,Steve Pink Joe Lo Truglio Regina Hall Comedy Romance about last night
Gil Junger,Joseph Gordon-Levitt,Heath Ledger,English,USA,Comedy Drama Romance,10 things i hate about you,Gil Junger Joseph Gordon-Levitt Heath Ledger Comedy Drama Romance 10 things i hate about you
Ed Decter,Zooey Deschanel,Eddie Griffin,English,USA,Comedy,the new guy,Ed Decter Zooey Deschanel Eddie Griffin Comedy the new guy
Gene Quintano,Jon Lovitz,Lin Shaye,English,USA,Action Comedy Crime,loaded weapon 1,Gene Quintano Jon Lovitz Lin Shaye Action Comedy Crime loaded weapon 1
Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,English,USA,Drama Horror Thriller,the shallows,Jaume Collet-Serra Óscar Jaenada Brett Cullen Drama Horror Thriller the shallows
Eric Bress,Logan Lerman,Eric Stoltz,English,USA,Sci-Fi Thriller,the butterfly effect,Eric Bress Logan Lerman Eric Stoltz Sci-Fi Thriller the butterfly effect
Chris Koch,Chris Elliott,Mark Webber,English,USA,Adventure Comedy Family,snow day,Chris Koch Chris Elliott Mark Webber Adventure Comedy Family snow day
Preston A. Whitmore II,Mekhi Phifer,Chris Brown,English,USA,Comedy Drama Romance,this christmas,Preston A. Whitmore II Mekhi Phifer Chris Brown Comedy Drama Romance this christmas
Bob Clark,Kathleen Turner,Dom DeLuise,English,USA,Comedy Crime Family Sci-Fi,baby geniuses,Bob Clark Kathleen Turner Dom DeLuise Comedy Crime Family Sci-Fi baby geniuses
Kirk Wong,Bokeem Woodbine,Elliott Gould,English,USA,Action Comedy Crime Thriller,the big hit,Kirk Wong Bokeem Woodbine Elliott Gould Action Comedy Crime Thriller the big hit
Bronwen Hughes,Gregory Smith,Eartha Kitt,English,USA,Comedy Drama Family,harriet the spy,Bronwen Hughes Gregory Smith Eartha Kitt Comedy Drama Family harriet the spy
John Lafia,Jenny Agutter,Beth Grant,English,USA,Fantasy Horror,child's play 2,John Lafia Jenny Agutter Beth Grant Fantasy Horror child's play 2
Sam Miller,Leslie Bibb,Kate del Castillo,English,USA,Crime Thriller,no good deed,Sam Miller Leslie Bibb Kate del Castillo Crime Thriller no good deed
Frank Darabont,Toby Jones,Alexa Davalos,English,USA,Horror,the mist,Frank Darabont Toby Jones Alexa Davalos Horror the mist
Alex Garland,Elina Alminas,Sonoya Mizuno,English,UK,Drama Mystery Sci-Fi Thriller,ex machina,Alex Garland Elina Alminas Sonoya Mizuno Drama Mystery Sci-Fi Thriller ex machina
Spike Jonze,Willie Garson,Orson Bean,English,USA,Comedy Drama Fantasy,being john malkovich,Spike Jonze Willie Garson Orson Bean Comedy Drama Fantasy being john malkovich
Mark Brown,Mo'Nique,Vivica A. Fox,English,USA,Comedy Romance,two can play that game,Mark Brown Mo'Nique Vivica A. Fox Comedy Romance two can play that game
Dave Green,Teo Halm,Ella Wahlestedt,English,USA,Adventure Family Sci-Fi,earth to echo,Dave Green Teo Halm Ella Wahlestedt Adventure Family Sci-Fi earth to echo
John Stockwell,Kirsten Dunst,Jay Hernandez,English,USA,Drama Romance,crazy/beautiful,John Stockwell Kirsten Dunst Jay Hernandez Drama Romance crazy/beautiful
Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Japanese,USA,Drama History War,letters from iwo jima,Clint Eastwood Yuki Matsuzaki Kazunari Ninomiya Drama History War letters from iwo jima
Michael Polish,J.K. Simmons,Virginia Madsen,English,USA,Adventure Drama Sci-Fi,the astronaut farmer,Michael Polish J.K. Simmons Virginia Madsen Adventure Drama Sci-Fi the astronaut farmer
Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,English,USA,Comedy Romance,woo,Daisy von Scherler Mayer LL Cool J Jada Pinkett Smith Comedy Romance woo
Lenny Abrahamson,Joan Allen,Jacob Tremblay,English,Ireland,Drama,room,Lenny Abrahamson Joan Allen Jacob Tremblay Drama room
Bob Saget,Don Rickles,Jack Warden,English,Canada,Comedy,dirty work,Bob Saget Don Rickles Jack Warden Comedy dirty work
John Waters,Kathleen Turner,Sam Waterston,English,USA,Comedy Crime Thriller,serial mom,John Waters Kathleen Turner Sam Waterston Comedy Crime Thriller serial mom
Andrew Fleming,Ryan Reynolds,Will Ferrell,English,France,Comedy,dick,Andrew Fleming Ryan Reynolds Will Ferrell Comedy dick
Niels Arden Oplev,Michael Nyqvist,David Dencik,Swedish,Sweden,Action Crime Mystery Thriller,del 1 - män som hatar kvinnor            ,Niels Arden Oplev Michael Nyqvist David Dencik Action Crime Mystery Thriller del 1 - män som hatar kvinnor            
Craig Bolotin,Rosario Dawson,Vanessa Williams,English,USA,Drama Thriller,light it up,Craig Bolotin Rosario Dawson Vanessa Williams Drama Thriller light it up
Mark Christopher,Salma Hayek,Ellen Albertini Dow,English,USA,Drama Music,54,Mark Christopher Salma Hayek Ellen Albertini Dow Drama Music 54
Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,English,USA,Adventure Comedy Romance Sci-Fi,bubble boy,Blair Hayes Jake Gyllenhaal Geoffrey Arend Adventure Comedy Romance Sci-Fi bubble boy
Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,English,UK,Comedy Crime Thriller,birthday girl,Jez Butterworth Mark Gatiss Mathieu Kassovitz Comedy Crime Thriller birthday girl
Jon Lucas,Justin Chon,Josie Loren,English,USA,Comedy,21 & over,Jon Lucas Justin Chon Josie Loren Comedy 21 & over
Olivier Assayas,Steve Buscemi,Miranda Richardson,French,France,Comedy Drama Romance,"paris, je t'aime","Olivier Assayas Steve Buscemi Miranda Richardson Comedy Drama Romance paris, je t'aime"
Rod Lurie,Harry Lennix,Kathryn Morris,English,USA,Drama Sport,resurrecting the champ,Rod Lurie Harry Lennix Kathryn Morris Drama Sport resurrecting the champ
Paul Weitz,Tina Fey,Sarita Choudhury,English,USA,Comedy Drama Romance,admission,Paul Weitz Tina Fey Sarita Choudhury Comedy Drama Romance admission
Patrice Leconte,Emir Kusturica,Daniel Auteuil,French,France,Drama Romance,the widow of saint-pierre,Patrice Leconte Emir Kusturica Daniel Auteuil Drama Romance the widow of saint-pierre
Atom Egoyan,Liam Neeson,Meghan Heffern,English,USA,Drama Mystery Romance Thriller,chloe,Atom Egoyan Liam Neeson Meghan Heffern Drama Mystery Romance Thriller chloe
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,English,USA,Comedy Crime Drama,faithful,Paul Mazursky Chazz Palminteri Ryan O'Neal Comedy Crime Drama faithful
Jim Sheridan,Natalie Portman,Jake Gyllenhaal,English,USA,Drama Thriller,brothers,Jim Sheridan Natalie Portman Jake Gyllenhaal Drama Thriller brothers
Sidney Lumet,Peter Dinklage,Vin Diesel,English,Germany,Biography Comedy Crime Drama,find me guilty,Sidney Lumet Peter Dinklage Vin Diesel Biography Comedy Crime Drama find me guilty
Stephen Chbosky,Logan Lerman,Ezra Miller,English,USA,Drama Romance,the perks of being a wallflower,Stephen Chbosky Logan Lerman Ezra Miller Drama Romance the perks of being a wallflower
Jon Hess,Burt Young,Ian Gomez,English,USA,Action,excessive force,Jon Hess Burt Young Ian Gomez Action excessive force
Douglas McGrath,Toby Jones,Isabella Rossellini,English,USA,Biography Crime Drama,infamous,Douglas McGrath Toby Jones Isabella Rossellini Biography Crime Drama infamous
Mark Neveldine,Djimon Hounsou,Alison Lohman,English,USA,Horror Thriller,the vatican tapes,Mark Neveldine Djimon Hounsou Alison Lohman Horror Thriller the vatican tapes
Joe Cornish,John Boyega,Luke Treadaway,English,UK,Action Comedy Sci-Fi Thriller,attack the block,Joe Cornish John Boyega Luke Treadaway Action Comedy Sci-Fi Thriller attack the block
Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Bosnian,USA,Drama Romance War,in the land of blood and honey,Angelina Jolie Pitt Jelena Jovanova Nikola Djuricko Drama Romance War in the land of blood and honey
Brad Anderson,Michael Imperioli,Tara Platt,English,USA,Crime Thriller,the call,Brad Anderson Michael Imperioli Tara Platt Crime Thriller the call
John H. Lee,Liam Neeson,Dean Dawson,English,South Korea,Action Drama History War,operation chromite,John H. Lee Liam Neeson Dean Dawson Action Drama History War operation chromite
John Stainton,Steve Irwin,Aden Young,English,Australia,Action Adventure Comedy Family,the crocodile hunter: collision course,John Stainton Steve Irwin Aden Young Action Adventure Comedy Family the crocodile hunter: collision course
Glenn Ficarra,Dameon Clarke,Louis Herthum,English,France,Biography Comedy Crime Drama Romance,i love you phillip morris,Glenn Ficarra Dameon Clarke Louis Herthum Biography Comedy Crime Drama Romance i love you phillip morris
Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,None,Canada,Adventure Drama History,quest for fire,Jean-Jacques Annaud Rae Dawn Chong Everett McGill Adventure Drama History quest for fire
Denzel Washington,Denzel Washington,Kevin Connolly,English,USA,Biography Drama,antwone fisher,Denzel Washington Denzel Washington Kevin Connolly Biography Drama antwone fisher
Michael Hoffman,Gabriel Millman,Embeth Davidtz,English,USA,Drama,the emperor's club,Michael Hoffman Gabriel Millman Embeth Davidtz Drama the emperor's club
Tony Scott,Brad Pitt,Gary Oldman,English,USA,Action Crime Drama Romance Thriller,true romance,Tony Scott Brad Pitt Gary Oldman Action Crime Drama Romance Thriller true romance
Benedek Fliegauf,Eva Green,Matt Smith,English,Germany,Drama Romance Sci-Fi,womb,Benedek Fliegauf Eva Green Matt Smith Drama Romance Sci-Fi womb
James Foley,Kevin Spacey,Al Pacino,English,USA,Crime Drama Mystery,glengarry glen ross,James Foley Kevin Spacey Al Pacino Crime Drama Mystery glengarry glen ross
Michael Winterbottom,Liam Aiken,Ned Beatty,English,USA,Crime Drama Thriller,the killer inside me,Michael Winterbottom Liam Aiken Ned Beatty Crime Drama Thriller the killer inside me
Stewart Hendler,Julian Morris,Margo Harshman,English,USA,Horror Mystery,sorority row,Stewart Hendler Julian Morris Margo Harshman Horror Mystery sorority row
John Cromwell,David Niven,Mary Astor,English,USA,Adventure Drama Romance,the prisoner of zenda,John Cromwell David Niven Mary Astor Adventure Drama Romance the prisoner of zenda
Craig Gillespie,Ryan Gosling,Kelli Garner,English,USA,Comedy Drama Romance,lars and the real girl,Craig Gillespie Ryan Gosling Kelli Garner Comedy Drama Romance lars and the real girl
Mark Herman,Richard Johnson,Sheila Hancock,English,UK,Drama War,the boy in the striped pajamas,Mark Herman Richard Johnson Sheila Hancock Drama War the boy in the striped pajamas
Lars von Trier,Catherine Deneuve,Udo Kier,English,Denmark,Crime Drama Musical,dancer in the dark,Lars von Trier Catherine Deneuve Udo Kier Crime Drama Musical dancer in the dark
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,English,USA,Drama Romance,oscar and lucinda,Gillian Armstrong Tom Wilkinson Richard Roxburgh Drama Romance oscar and lucinda
Abel Ferrara,Isabella Rossellini,Vincent Gallo,English,USA,Crime Drama,the funeral,Abel Ferrara Isabella Rossellini Vincent Gallo Crime Drama the funeral
Brian Koppelman,Jenna Fischer,David Costabile,English,USA,Comedy Drama Romance,solitary man,Brian Koppelman Jenna Fischer David Costabile Comedy Drama Romance solitary man
Ethan Maniquis,Robert De Niro,Don Johnson,English,USA,Action Crime Thriller,machete,Ethan Maniquis Robert De Niro Don Johnson Action Crime Thriller machete
George Hickenlooper,Kevin Spacey,Eric Schweig,English,Canada,Biography Comedy Crime Drama,casino jack,George Hickenlooper Kevin Spacey Eric Schweig Biography Comedy Crime Drama casino jack
Don Bluth,Judith Barsi,Gabriel Damon,English,USA,Adventure Animation Family,the land before time,Don Bluth Judith Barsi Gabriel Damon Adventure Animation Family the land before time
Je-kyu Kang,Min-sik Choi,Bin Won,Korean,South Korea,Action Drama War,tae guk gi: the brotherhood of war,Je-kyu Kang Min-sik Choi Bin Won Action Drama War tae guk gi: the brotherhood of war
William Dear,Clifton Collins Jr.,Cheech Marin,English,Canada,Comedy Drama Family Sport,the perfect game,William Dear Clifton Collins Jr. Cheech Marin Comedy Drama Family Sport the perfect game
William Friedkin,Ellen Burstyn,Linda Blair,English,USA,Horror,the exorcist,William Friedkin Ellen Burstyn Linda Blair Horror the exorcist
Steven Spielberg,Roy Scheider,Robert Shaw,English,USA,Adventure Drama Thriller,jaws,Steven Spielberg Roy Scheider Robert Shaw Adventure Drama Thriller jaws
Paul Weitz,Alyson Hannigan,Shannon Elizabeth,English,USA,Comedy,american pie,Paul Weitz Alyson Hannigan Shannon Elizabeth Comedy american pie
Stéphane Aubier,Mackenzie Foy,Megan Mullally,French,France,Animation Comedy Crime Drama Family,ernest & celestine,Stéphane Aubier Mackenzie Foy Megan Mullally Animation Comedy Crime Drama Family ernest & celestine
Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,English,USA,Action Adventure Comedy Fantasy Mystery,the golden child,Michael Ritchie Victor Wong Randall 'Tex' Cobb Action Adventure Comedy Fantasy Mystery the golden child
Tim Story,Chris Brown,Romany Malco,English,USA,Comedy Romance,think like a man,Tim Story Chris Brown Romany Malco Comedy Romance think like a man
Tim Story,Sean Patrick Thomas,Jason George,English,USA,Comedy Drama,barbershop,Tim Story Sean Patrick Thomas Jason George Comedy Drama barbershop
Nicholas Meyer,Leonard Nimoy,Kirstie Alley,English,USA,Action Adventure Sci-Fi,star trek ii: the wrath of khan,Nicholas Meyer Leonard Nimoy Kirstie Alley Action Adventure Sci-Fi star trek ii: the wrath of khan
Tom Shadyac,Sean Young,Udo Kier,English,USA,Comedy,ace ventura: pet detective,Tom Shadyac Sean Young Udo Kier Comedy ace ventura: pet detective
John Badham,Matthew Broderick,Barry Corbin,English,USA,Sci-Fi Thriller,wargames,John Badham Matthew Broderick Barry Corbin Sci-Fi Thriller wargames
Peter Weir,Harrison Ford,Viggo Mortensen,English,USA,Crime Drama Romance Thriller,witness,Peter Weir Harrison Ford Viggo Mortensen Crime Drama Romance Thriller witness
Mike McCoy,Alex Veadov,Jason Cottle,English,USA,Action Adventure Drama Thriller War,act of valor,Mike McCoy Alex Veadov Jason Cottle Action Adventure Drama Thriller War act of valor
Anne Fletcher,Channing Tatum,Alyson Stoner,English,USA,Crime Drama Music Romance,step up,Anne Fletcher Channing Tatum Alyson Stoner Crime Drama Music Romance step up
Mike Judge,Bruce Willis,Demi Moore,English,USA,Adventure Animation Comedy Crime,beavis and butt-head do america,Mike Judge Bruce Willis Demi Moore Adventure Animation Comedy Crime beavis and butt-head do america
Quentin Tarantino,Robert De Niro,Sid Haig,English,USA,Crime Thriller,jackie brown,Quentin Tarantino Robert De Niro Sid Haig Crime Thriller jackie brown
Jon Hurwitz,Danneel Ackles,Eric Winter,English,USA,Adventure Comedy,harold & kumar escape from guantanamo bay,Jon Hurwitz Danneel Ackles Eric Winter Adventure Comedy harold & kumar escape from guantanamo bay
Josh Trank,Michael Kelly,Alex Russell,English,USA,Drama Sci-Fi Thriller,chronicle,Josh Trank Michael Kelly Alex Russell Drama Sci-Fi Thriller chronicle
Barbra Streisand,Miriam Margolyes,Amy Irving,English,UK,Drama Musical Romance,yentl,Barbra Streisand Miriam Margolyes Amy Irving Drama Musical Romance yentl
Terry Gilliam,Shelley Duvall,Michael Palin,English,UK,Adventure Comedy Fantasy Sci-Fi,time bandits,Terry Gilliam Shelley Duvall Michael Palin Adventure Comedy Fantasy Sci-Fi time bandits
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,English,USA,Comedy Crime,project x,Nima Nourizadeh Dax Flame Kirby Bliss Blanton Comedy Crime project x
Franklin J. Schaffner,George C. Scott,Karl Malden,English,USA,Biography Drama War,patton,Franklin J. Schaffner George C. Scott Karl Malden Biography Drama War patton
Mark Romanek,Robin Williams,Gary Cole,English,USA,Drama Thriller,one hour photo,Mark Romanek Robin Williams Gary Cole Drama Thriller one hour photo
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,English,USA,Horror Sci-Fi Thriller,quarantine,John Erick Dowdle Andrew Fiscella Jay Hernandez Horror Sci-Fi Thriller quarantine
David Moreau,Chloë Grace Moretz,Alessandro Nivola,English,USA,Horror Mystery,the eye,David Moreau Chloë Grace Moretz Alessandro Nivola Horror Mystery the eye
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,English,USA,Comedy,johnson family vacation,Christopher Erskin Vanessa Williams Shannon Elizabeth Comedy johnson family vacation
