director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
 Olaf de Fleur Johannesson, Florence Pugh,Celia Imrie,English,UK,Horror,malevolent, Olaf de Fleur Johannesson  Florence Pugh Celia Imrie Horror malevolent
 Chris Green, Elaine Cassidy,Michelle Keegan,English,UK,Comedy Crime,strangeways here we come, Chris Green  Elaine Cassidy Michelle Keegan Comedy Crime strangeways here we come
unknown,,unknown,English,UK,Drama,evelyn,unknown  unknown Drama evelyn
 Ben Wheatley, Neil Maskell,Joe Cole,English,UK,Comedy Drama,"happy new year, colin burstead"," Ben Wheatley  Neil Maskell Joe Cole Comedy Drama happy new year, colin burstead"
 Kristoffer Nyholm, Gerard Butler,Peter Mullan,English,UK,,keepers (a.k.a. the vanishing),
 Tinge Krishnan, Michaela Coel,Arinzé Kene,English,UK,Drama Music Romance,been so long, Tinge Krishnan  Michaela Coel Arinzé Kene Drama Music Romance been so long
 Carl Hunter, Bill Nighy,Sam Riley,English,UK,Drama Comedy,sometimes always never, Carl Hunter  Bill Nighy Sam Riley Drama Comedy sometimes always never
 Barnaby Southcombe, Jessica Barden,Jordan Bolger,English,UK,Romance Drama,scarborough, Barnaby Southcombe  Jessica Barden Jordan Bolger Romance Drama scarborough
unknown, Peter Jackson,unknown,English,UK,Documentary History War,they shall not grow old,unknown  Peter Jackson unknown Documentary History War they shall not grow old
 Jessica Hynes, Jessica Hynes,Russell Brand,English,UK,Documentary,the fight, Jessica Hynes  Jessica Hynes Russell Brand Documentary the fight
 Simon Amstell, Colin Morgan,Anna Chancellor,English,UK,Drama Fantasy Romance,benjamin, Simon Amstell  Colin Morgan Anna Chancellor Drama Fantasy Romance benjamin
 Harry Wootliff, Laia Costa,Josh O'Connor,English,UK,Romance Comedy,only you, Harry Wootliff  Laia Costa Josh O'Connor Romance Comedy only you
 Martha Pinson, Sebastian Street,Stuart Brennan,English,UK,Action Science Fiction Adventure,tomorrow, Martha Pinson  Sebastian Street Stuart Brennan Action Science Fiction Adventure tomorrow
 Jon S. Baird, Steve Coogan,John C. Reilly,English,UK,Comedy Drama,stan & ollie, Jon S. Baird  Steve Coogan John C. Reilly Comedy Drama stan & ollie
" Bryan Singer, Dexter Fletcher", Rami Malek,Dexter Fletcher Cast: Rami Malek,English,UK,Music Drama History,bohemian rhapsody," Bryan Singer, Dexter Fletcher  Rami Malek Dexter Fletcher Cast: Rami Malek Music Drama History bohemian rhapsody"
 Fede Álvarez, Claire Foy,Sverrir Gudnason,English,UK,Action Crime Thriller Drama,the girl in the spider's web, Fede Álvarez  Claire Foy Sverrir Gudnason Action Crime Thriller Drama the girl in the spider's web
 Crispian Mills, Simon Pegg,Asa Butterfield,English,UK,Action Comedy Fantasy Horror,slaughterhouse rulez, Crispian Mills  Simon Pegg Asa Butterfield Action Comedy Fantasy Horror slaughterhouse rulez
 Erwan Marinopoulos, Eugene Simon,Simone Ashley,English,UK,Comedy Crime Thriller,kill ben lyk, Erwan Marinopoulos  Eugene Simon Simone Ashley Comedy Crime Thriller kill ben lyk
 David Yates, Eddie Redmayne,Katherine Waterston,English,UK,Adventure Fantasy Drama,fantastic beasts: the crimes of grindelwald, David Yates  Eddie Redmayne Katherine Waterston Adventure Fantasy Drama fantastic beasts: the crimes of grindelwald
unknown, Mat Whitecross,unknown,English,UK,Documentary Music,coldplay: a head full of dreams,unknown  Mat Whitecross unknown Documentary Music coldplay: a head full of dreams
 Bill Buckhurst, Tom Varey,Esme Creed-Miles,English,UK,Drama,pond life, Bill Buckhurst  Tom Varey Esme Creed-Miles Drama pond life
 Josie Rourke, Saoirse Ronan,Margot Robbie,English,UK,Drama History,mary queen of scots, Josie Rourke  Saoirse Ronan Margot Robbie Drama History mary queen of scots
 Debbie Isitt, Simon Lipkin,Celia Imrie,English,UK,Family Comedy,nativity rocks!, Debbie Isitt  Simon Lipkin Celia Imrie Family Comedy nativity rocks!
 Andy Serkis, Rohan Chand,Matthew Rhys,English,UK,Adventure Drama,mowgli: legend of the jungle, Andy Serkis  Rohan Chand Matthew Rhys Adventure Drama mowgli: legend of the jungle
 Kenneth Branagh, Kenneth Branagh,Judi Dench,English,UK,Drama History,all is true, Kenneth Branagh  Kenneth Branagh Judi Dench Drama History all is true
 Brenda Chapman, Angelina Jolie,David Oyelowo,English,UK,Fantasy Adventure,come away, Brenda Chapman  Angelina Jolie David Oyelowo Fantasy Adventure come away
 Euros Lyn, Toni Collette,Damian Lewis,English,UK,Comedy Drama,dream horse, Euros Lyn  Toni Collette Damian Lewis Comedy Drama dream horse
 Phyllida Lloyd, Clare Dunne,Harriet Walter,English,UK,Drama,herself, Phyllida Lloyd  Clare Dunne Harriet Walter Drama herself
 Dominic Cooke, Benedict Cumberbatch,Jessie Buckley,English,UK,Thriller History Drama,the courier, Dominic Cooke  Benedict Cumberbatch Jessie Buckley Thriller History Drama the courier
 David Bruckner, Rebecca Hall,Sarah Goldberg,English,UK,Horror Thriller Mystery,the night house, David Bruckner  Rebecca Hall Sarah Goldberg Horror Thriller Mystery the night house
 Eliza Hittman, Sidney Flanigan,Talia Ryder,English,UK,Drama,"never, rarely, sometimes, always"," Eliza Hittman  Sidney Flanigan Talia Ryder Drama never, rarely, sometimes, always"
 Brandon Cronenberg, Andrea Riseborough,Christopher Abbott,English,UK,Horror Thriller Science Fiction Mystery,possessor, Brandon Cronenberg  Andrea Riseborough Christopher Abbott Horror Thriller Science Fiction Mystery possessor
 Romola Garai, Carla Juri,Imelda Staunton,English,UK,Horror,amulet, Romola Garai  Carla Juri Imelda Staunton Horror amulet
 Sean Durkin, Jude Law,Carrie Coon,English,UK,Drama Romance,the nest, Sean Durkin  Jude Law Carrie Coon Drama Romance the nest
 Aneil Karia, Ben Whishaw,Ellie Haddington,English,UK,Drama Thriller,surge, Aneil Karia  Ben Whishaw Ellie Haddington Drama Thriller surge
 Florian Zeller, Anthony Hopkins,Olivia Colman,English,UK,Drama,the father, Florian Zeller  Anthony Hopkins Olivia Colman Drama the father
 Remi Weekes, Wunmi Mosaku,Sope Dirisu,English,UK,Drama Horror Thriller,his house, Remi Weekes  Wunmi Mosaku Sope Dirisu Drama Horror Thriller his house
 Dee Rees, Anne Hathaway,Willem Dafoe,English,UK,Drama Thriller,the last thing he wanted, Dee Rees  Anne Hathaway Willem Dafoe Drama Thriller the last thing he wanted
 Zeina Durra, Andrea Riseborough,Janie Aziz,English,UK,Romance Drama,luxor, Zeina Durra  Andrea Riseborough Janie Aziz Romance Drama luxor
 Viggo Mortensen, Viggo Mortensen,Lance Henriksen,English,UK,Crime Drama Thriller,falling, Viggo Mortensen  Viggo Mortensen Lance Henriksen Crime Drama Thriller falling
 Reed Morano, Blake Lively,Jude Law,English,UK,Action Thriller,the rhythm section, Reed Morano  Blake Lively Jude Law Action Thriller the rhythm section
 Autumn de Wilde, Anya Taylor-Joy,Johnny Flynn,English,UK,Comedy Romance,emma., Autumn de Wilde  Anya Taylor-Joy Johnny Flynn Comedy Romance emma.
 Bassam Tariq, Riz Ahmed,Alyy Khan,English,UK,Drama Music,mogul mowgli, Bassam Tariq  Riz Ahmed Alyy Khan Drama Music mogul mowgli
" Ilya Khrzhanovsky, Jekaterina Oertel", Natalia Berezhnaya,Jekaterina Oertel Cast: Natalia Berezhnaya,English,UK,Drama,dau. natasha," Ilya Khrzhanovsky, Jekaterina Oertel  Natalia Berezhnaya Jekaterina Oertel Cast: Natalia Berezhnaya Drama dau. natasha"
 Sally Potter, Javier Bardem,Elle Fanning,English,UK,Drama,the roads not taken, Sally Potter  Javier Bardem Elle Fanning Drama the roads not taken
 Francis Annan, Daniel Radcliffe,Daniel Webber,English,UK,Drama History Thriller,escape from pretoria, Francis Annan  Daniel Radcliffe Daniel Webber Drama History Thriller escape from pretoria
 Jonathan Jakubowicz, Jesse Eisenberg,Ed Harris,English,UK,War History Drama,resistance, Jonathan Jakubowicz  Jesse Eisenberg Ed Harris War History Drama resistance
 Philippa Lowthorpe, Keira Knightley,Gugu Mbatha-Raw,English,UK,Drama History Comedy,misbehaviour, Philippa Lowthorpe  Keira Knightley Gugu Mbatha-Raw Drama History Comedy misbehaviour
 Andy De Emmony, Paula Patton,Matthew Goode,English,UK,Family Fantasy,four kids and it, Andy De Emmony  Paula Patton Matthew Goode Family Fantasy four kids and it
 Dean Craig, Olivia Munn,Sam Claflin,English,UK,Comedy Romance,love wedding repeat, Dean Craig  Olivia Munn Sam Claflin Comedy Romance love wedding repeat
 Michael Winterbottom, Rob Brydon,Steve Coogan,English,UK,Comedy Drama,the trip to greece, Michael Winterbottom  Rob Brydon Steve Coogan Comedy Drama the trip to greece
 Paul Morrison, Alison Steadman,Dave Johns,English,UK,Drama Romance,23 walks, Paul Morrison  Alison Steadman Dave Johns Drama Romance 23 walks
 Rob Savage, Haley Bishop,Jemma Moore,English,UK,Horror Thriller Mystery,host, Rob Savage  Haley Bishop Jemma Moore Horror Thriller Mystery host
 Jessica Swale, Gemma Arterton,Gugu Mbatha-Raw,English,UK,Drama War Romance,summerland, Jessica Swale  Gemma Arterton Gugu Mbatha-Raw Drama War Romance summerland
 Marc Munden, Colin Firth,Julie Walters,English,UK,Family Fantasy Drama,the secret garden, Marc Munden  Colin Firth Julie Walters Family Fantasy Drama the secret garden
 Christopher Nolan, John David Washington,Robert Pattinson,English,UK,Action Thriller Science Fiction,tenet, Christopher Nolan  John David Washington Robert Pattinson Action Thriller Science Fiction tenet
 Julius Berg, Maisie Williams,Sylvester McCoy,English,UK,Thriller Horror,the owners, Julius Berg  Maisie Williams Sylvester McCoy Thriller Horror the owners
 Francis Lee, Kate Winslet,Saoirse Ronan,English,UK,Romance Drama,ammonite, Francis Lee  Kate Winslet Saoirse Ronan Romance Drama ammonite
 Argyris Papadimitropoulos, Sebastian Stan,Denise Gough,English,UK,Science Fiction Thriller Drama Mystery,monday, Argyris Papadimitropoulos  Sebastian Stan Denise Gough Science Fiction Thriller Drama Mystery monday
" Tomm Moore, Ross Stewart", Honor Kneafsey,Ross Stewart Cast: Honor Kneafsey,English,UK,Animation Family Adventure Fantasy,wolfwalkers," Tomm Moore, Ross Stewart  Honor Kneafsey Ross Stewart Cast: Honor Kneafsey Animation Family Adventure Fantasy wolfwalkers"
 Halle Berry, Halle Berry,Shamier Anderson,English,UK,Drama,bruised, Halle Berry  Halle Berry Shamier Anderson Drama bruised
 Ben Sharrock, Sidse Babett Knudsen,Kenneth Collard,English,UK,Drama Comedy,limbo, Ben Sharrock  Sidse Babett Knudsen Kenneth Collard Drama Comedy limbo
 Harry Bradbeer, Millie Bobby Brown,Henry Cavill,English,UK,Mystery Crime Adventure,enola holmes, Harry Bradbeer  Millie Bobby Brown Henry Cavill Mystery Crime Adventure enola holmes
 Andy Goddard, Judi Dench,Eddie Izzard,English,UK,Thriller,six minutes to midnight, Andy Goddard  Judi Dench Eddie Izzard Thriller six minutes to midnight
unknown,unknown,unknown,English,UK,Documentary,david attenborough: a life on our planet,unknown unknown unknown Documentary david attenborough: a life on our planet
 Edward Hall, Dan Stevens,Leslie Mann,English,UK,Comedy Fantasy Romance,blithe spirit, Edward Hall  Dan Stevens Leslie Mann Comedy Fantasy Romance blithe spirit
 Christopher Smith, Jessica Brown Findlay,John Heffernan,English,UK,Horror,the banishing, Christopher Smith  Jessica Brown Findlay John Heffernan Horror the banishing
 Ben Wheatley, Lily James,Armie Hammer,English,UK,Mystery Drama Thriller Romance,rebecca, Ben Wheatley  Lily James Armie Hammer Mystery Drama Thriller Romance rebecca
 Gabriel Range, Johnny Flynn,Jena Malone,English,UK,Adventure Fantasy Romance Family,stardust, Gabriel Range  Johnny Flynn Jena Malone Adventure Fantasy Romance Family stardust
unknown, Lisa Rovner,unknown,English,UK,Documentary Music,sisters with transistors,unknown  Lisa Rovner unknown Documentary Music sisters with transistors
 Barnaby Thompson, Olivia Cooke,Ben Hardy,English,UK,Animation Family,pixie, Barnaby Thompson  Olivia Cooke Ben Hardy Animation Family pixie
 Jacqui Morris, Simon Russell Beale,Carey Mulligan,English,UK,Animation Family Drama Fantasy,a christmas carol, Jacqui Morris  Simon Russell Beale Carey Mulligan Animation Family Drama Fantasy a christmas carol
" Al Campbell, Alice Mathias", Samuel L. Jackson,Alice Mathias Cast: Samuel L. Jackson,English,UK,Comedy,death to 2020," Al Campbell, Alice Mathias  Samuel L. Jackson Alice Mathias Cast: Samuel L. Jackson Comedy death to 2020"
 Doug Liman, Anne Hathaway,Chiwetel Ejiofor,English,UK,Comedy Crime Drama,locked down, Doug Liman  Anne Hathaway Chiwetel Ejiofor Comedy Crime Drama locked down
 Simon Stone, Carey Mulligan,Ralph Fiennes,English,UK,Drama History,the dig, Simon Stone  Carey Mulligan Ralph Fiennes Drama History the dig
 Prano Bailey-Bond, Niamh Algar,Nicholas Burns,English,UK,Horror Mystery,censor, Prano Bailey-Bond  Niamh Algar Nicholas Burns Horror Mystery censor
unknown,Amin Nawabi,Daniel Karimyar,English,UK,Animation Science Fiction,flee,unknown Amin Nawabi Daniel Karimyar Animation Science Fiction flee
 Ben Wheatley, Joel Fry,Reece Shearsmith,English,UK,Horror Science Fiction Thriller,in the earth, Ben Wheatley  Joel Fry Reece Shearsmith Horror Science Fiction Thriller in the earth
 Martin Owen, Rafferty Law,Michael Caine,English,UK,Crime Drama Action,twist, Martin Owen  Rafferty Law Michael Caine Crime Drama Action twist
 Rebecca Hall, Tessa Thompson,Ruth Negga,English,UK,Drama,passing, Rebecca Hall  Tessa Thompson Ruth Negga Drama passing
 Edgar Wright, Ron Mael,Russell Mael,English,UK,Documentary Music,the sparks brothers, Edgar Wright  Ron Mael Russell Mael Documentary Music the sparks brothers
unknown, Sam Hobkinson,unknown,English,UK,Documentary,misha and the wolves,unknown  Sam Hobkinson unknown Documentary misha and the wolves
 Kevin Macdonald, Jodie Foster,Tahar Rahim,English,UK,Drama Thriller,the mauritanian, Kevin Macdonald  Jodie Foster Tahar Rahim Drama Thriller the mauritanian
 John Hay, Hugh Bonneville,Keeley Hawes,English,UK,Drama,to olivia, John Hay  Hugh Bonneville Keeley Hawes Drama to olivia
 Nick Moran, Ewen Bremner,Suki Waterhouse,English,UK,Drama Music,creation stories, Nick Moran  Ewen Bremner Suki Waterhouse Drama Music creation stories
 Nick Moran, Ruth Negga,Jonathan Ross,English,UK,Documentary Music,poly styrene: i am a cliché, Nick Moran  Ruth Negga Jonathan Ross Documentary Music poly styrene: i am a cliché
" Jim Cummings, PJ McCabe", Jim Cummings,PJ McCabe Cast: Jim Cummings,English,UK,Thriller Horror Comedy,the beta test," Jim Cummings, PJ McCabe  Jim Cummings PJ McCabe Cast: Jim Cummings Thriller Horror Comedy the beta test"
 Jason Ferguson, Alex Ferguson,unknown,English,UK,Documentary,sir alex ferguson: never give in, Jason Ferguson  Alex Ferguson unknown Documentary sir alex ferguson: never give in
 Stacey Gregg, Andrea Riseborough,Jonjo O'Neill,English,UK,Drama Mystery Thriller,here before, Stacey Gregg  Andrea Riseborough Jonjo O'Neill Drama Mystery Thriller here before
 Abid Khan, Antonio Aakeel,Quintessa Swindell,English,UK,Drama,granada nights, Abid Khan  Antonio Aakeel Quintessa Swindell Drama granada nights
 Guy Ritchie, Jason Statham,Holt McCallany,English,UK,Action Crime Thriller,wrath of man, Guy Ritchie  Jason Statham Holt McCallany Action Crime Thriller wrath of man
 Michael Haussman, Jonathan Rhys Meyers,Dominic Monaghan,English,UK,Adventure Drama History,edge of the world, Michael Haussman  Jonathan Rhys Meyers Dominic Monaghan Adventure Drama History edge of the world
 Jonathan Butterell, Max Harwood,Sarah Lancashire,English,UK,Drama Comedy,everybody's talking about jamie, Jonathan Butterell  Max Harwood Sarah Lancashire Drama Comedy everybody's talking about jamie
 Gillies MacKinnon, Timothy Spall,Phyllis Logan,English,UK,Drama,the last bus, Gillies MacKinnon  Timothy Spall Phyllis Logan Drama the last bus
 Philip Barantini, Stephen Graham,Vinette Robinson,English,UK,Thriller Drama,boiling point, Philip Barantini  Stephen Graham Vinette Robinson Thriller Drama boiling point
 Joanna Hogg, Honor Swinton Byrne,Tilda Swinton,English,UK,Drama,the souvenir part ii, Joanna Hogg  Honor Swinton Byrne Tilda Swinton Drama the souvenir part ii
unknown, Andrea Arnold,unknown,English,UK,Drama Western,cow,unknown  Andrea Arnold unknown Drama Western cow
 Eva Husson, Odessa Young,Josh O'Connor,English,UK,Drama Romance,mothering sunday, Eva Husson  Odessa Young Josh O'Connor Drama Romance mothering sunday
 Clio Barnard, Adeel Akhtar,Claire Rushbrook,English,UK,Drama Romance,ali & ava, Clio Barnard  Adeel Akhtar Claire Rushbrook Drama Romance ali & ava
 Augustine Frizzell, Felicity Jones,Callum Turner,English,UK,Drama Romance,the last letter from your lover, Augustine Frizzell  Felicity Jones Callum Turner Drama Romance the last letter from your lover
 Paul Andrew Williams, Neil Maskell,David Hayman,English,UK,Drama History,bull, Paul Andrew Williams  Neil Maskell David Hayman Drama History bull
 Jack Clough, Allan Mustafa,Asim Chaudhry,English,UK,Comedy,people just do nothing: big in japan, Jack Clough  Allan Mustafa Asim Chaudhry Comedy people just do nothing: big in japan
 Will Sharpe, Benedict Cumberbatch,Claire Foy,English,UK,Drama History,the electrical life of louis wain, Will Sharpe  Benedict Cumberbatch Claire Foy Drama History the electrical life of louis wain
unknown, Elizabeth Chai Vasarhelyi,unknown,English,UK,Family Animation,the rescue,unknown  Elizabeth Chai Vasarhelyi unknown Family Animation the rescue
 Jane Campion, Benedict Cumberbatch,Kirsten Dunst,English,UK,Drama Western,the power of the dog, Jane Campion  Benedict Cumberbatch Kirsten Dunst Drama Western the power of the dog
 Kenneth Branagh, Caitriona Balfe,Judi Dench,English,UK,Drama,belfast, Kenneth Branagh  Caitriona Balfe Judi Dench Drama belfast
 Joe Wright, Peter Dinklage,Haley Bennett,English,UK,Drama Romance Music,cyrano, Joe Wright  Peter Dinklage Haley Bennett Drama Romance Music cyrano
 Pablo Larraín, Kristen Stewart,Timothy Spall,English,UK,Drama,spencer, Pablo Larraín  Kristen Stewart Timothy Spall Drama spencer
 Kay Cannon, Camila Cabello,Idina Menzel,English,UK,Family Fantasy Animation Romance,cinderella, Kay Cannon  Camila Cabello Idina Menzel Family Fantasy Animation Romance cinderella
 Michael Pearce, Riz Ahmed,Octavia Spencer,English,UK,Adventure Drama,encounter, Michael Pearce  Riz Ahmed Octavia Spencer Adventure Drama encounter
 Edgar Wright, Thomasin McKenzie,Anya Taylor-Joy,English,UK,Thriller Horror Mystery,last night in soho, Edgar Wright  Thomasin McKenzie Anya Taylor-Joy Thriller Horror Mystery last night in soho
 Ridley Scott, Matt Damon,Adam Driver,English,UK,Action Drama History,the last duel, Ridley Scott  Matt Damon Adam Driver Action Drama History the last duel
 Terence Davies, Jack Lowden,Peter Capaldi,English,UK,Drama History War,benediction, Terence Davies  Jack Lowden Peter Capaldi Drama History War benediction
 Rob Savage, Annie Hardy,unknown,English,UK,Thriller Mystery,dashcam, Rob Savage  Annie Hardy unknown Thriller Mystery dashcam
 Camille Griffin, Keira Knightley,Matthew Goode,English,UK,Horror Comedy Drama,silent night, Camille Griffin  Keira Knightley Matthew Goode Horror Comedy Drama silent night
 Cary Joji Fukunaga, Daniel Craig,Rami Malek,English,UK,Adventure Action Thriller,no time to die, Cary Joji Fukunaga  Daniel Craig Rami Malek Adventure Action Thriller no time to die
" Sarah Smith, Jean-Philippe Vine", Zach Galifianakis,Jean-Philippe Vine Cast: Zach Galifianakis,English,UK,Animation Science Fiction Family Comedy,ron's gone wrong," Sarah Smith, Jean-Philippe Vine  Zach Galifianakis Jean-Philippe Vine Cast: Zach Galifianakis Animation Science Fiction Family Comedy ron's gone wrong"
 Christian Schwochow, Jeremy Irons,George MacKay,English,UK,Drama History,munich – the edge of war, Christian Schwochow  Jeremy Irons George MacKay Drama History munich – the edge of war
 Russell Owen, Tom Hughes,Kate Dickie,English,UK,Drama Thriller History,shepherd, Russell Owen  Tom Hughes Kate Dickie Drama Thriller History shepherd
 Ben Lewin, Danielle Macdonald,Hugh Skinner,English,UK,Romance Comedy Music,falling for figaro, Ben Lewin  Danielle Macdonald Hugh Skinner Romance Comedy Music falling for figaro
" Philippe Martinez, Mick Davis", Elizabeth Hurley,Mick Davis Cast: Elizabeth Hurley,English,UK,Comedy Family,father christmas is back," Philippe Martinez, Mick Davis  Elizabeth Hurley Mick Davis Cast: Elizabeth Hurley Comedy Family father christmas is back"
 Johannes Roberts, Kaya Scodelario,Hannah John-Kamen,English,UK,Horror Action Science Fiction,resident evil: welcome to raccoon city, Johannes Roberts  Kaya Scodelario Hannah John-Kamen Horror Action Science Fiction resident evil: welcome to raccoon city
 Nora Fingscheidt, Sandra Bullock,Vincent D'Onofrio,English,UK,Drama Crime,the unforgivable, Nora Fingscheidt  Sandra Bullock Vincent D'Onofrio Drama Crime the unforgivable
 Gil Kenan, Henry Lawfull,Jim Broadbent,English,UK,Family Adventure Fantasy,a boy called christmas, Gil Kenan  Henry Lawfull Jim Broadbent Family Adventure Fantasy a boy called christmas
 Matthew Vaughn, Ralph Fiennes,Harris Dickinson,English,UK,Action Adventure Thriller War,the king's man, Matthew Vaughn  Ralph Fiennes Harris Dickinson Action Adventure Thriller War the king's man
